jop_title,company_name,exp_level,jop_details,link,
Business Intelligence Lead,BI-Technologies,1 - 5 Yrs of Exp,Full TimeEntry Level · 1 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Computer Science · Power BI · SSRS · BI · SQL · Microsoft Power BI · Engineering,https://wuzzuf.net/jobs/p/mIs0cKRKgzC5-Power-BI-Developer-BI-Technologies-Cairo-Egypt?o=74&l=sp&t=sj&a=data science|search-v3|navbl, 
Power BI Developer,JoviTronix ,3 - 5 Yrs of Exp,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Analysis · analytical · business · Commerce · Computer Science · Data Analysis · Data,https://wuzzuf.net/jobs/p/polyvGGpMTbe-Data-Analyst-JoviTronix-Giza-Egypt?o=75&l=sp&t=sj&a=data science|search-v3|navbl, 
Data Analyst,"qTech. ""AlQemam""",2 - 3 Yrs of Exp,Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Objective-C · Java · OpenGL · Mobile Development · Computer Science · Computer Engineering · Software Engineering,https://wuzzuf.net/jobs/p/NLeqBBg1vrO2-IOS-Mobile-Developer--Mansoura-qTech-AlQemam-Dakahlia-Egypt?o=76&l=sp&t=sj&a=data science|search-v3|navbl, 
IOS Mobile Developer -Mansoura,Nana,5 - 8 Yrs of Exp,Full TimeExperienced · 5 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Machine Learning · Python · JavaScript · r · Computer Science · Information Technology (IT) · Mathematics,https://wuzzuf.net/jobs/p/faQnVZ9r9Ght-Senior-Machine-Learning-Engineer-Nana-Cairo-Egypt?o=77&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Machine Learning Engineer,Coral Technology,0 - 2 Yrs of Exp,Work From HomeEntry Level · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · iOS · Swift · Software Development · Software · Mobile Development · iOS Development · Agile,https://wuzzuf.net/jobs/p/VnczAmQYsRya-iOS-Developer-Coral-Technology-Cairo-Egypt?o=78&l=sp&t=sj&a=data science|search-v3|navbl, 
iOS Developer,TMentors,IT/Software Development,InternshipEntry Level · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Powerbi · ETL · Data Analysis · Business Intelligence · Information Technology (IT) · Data Science · Computer Science,https://wuzzuf.net/jobs/p/zZUJx7GP3clG-Data-Analyst-Intern-TMentors-Cairo-Egypt?o=79&l=sp&t=sj&a=data science|search-v3|navbl, 
Data Analyst Intern,Techknowledge Egypt,3 - 6 Yrs of Exp,Full TimeExperienced · 3 - 6 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · LAN · System Administration · Cloud · MySQL · WAN · Big Data · Troubleshooting,https://wuzzuf.net/jobs/p/fGp26wozaAZK-System-and-Cloud-Administrator-Techknowledge-Egypt-Cairo-Egypt?o=80&l=sp&t=sj&a=data science|search-v3|navbl, 
System and Cloud Administrator,Ejada (Cairo),7 - 10 Yrs of Exp,Full TimeExperienced · 7 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Algorithms · Angular · Cloud · AWS · Computer Science,https://wuzzuf.net/jobs/p/P313lvf6ihWV-Data-Management-Technical-Lead-–-KSA-Based-Ejada-Cairo-Cairo-Egypt?o=81&l=sp&t=sj&a=data science|search-v3|navbl, 
Data Management Technical Lead – KSA Based,Easy System,5 - 20 Yrs of Exp,Full TimeExperienced · 5 - 20 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Oracle · Database · Linux · developer · Information Technology (IT) · Computer Science · Software Development,https://wuzzuf.net/jobs/p/xnSgc3f1W4My-Oracle-Database-Administrator---SME-Level-Easy-System-Cairo-Egypt?o=82&l=sp&t=sj&a=data science|search-v3|navbl, 
Oracle Database Administrator - SME Level,International Committee of Red Cross,3 - 6 Yrs of Exp,Full TimeExperienced · 3 - 6 Yrs of Exp · Marketing/PR/Advertising · Analyst/Research · Media/Journalism/Publishing · Analysis · Communication · Data Analysis · International Relations · Research · Social Media · Writing,https://wuzzuf.net/jobs/p/0fSI6C4PUc9R-Media-Analyst-International-Committee-of-Red-Cross-Cairo-Egypt?o=83&l=sp&t=sj&a=data science|search-v3|navbl, 
Media Analyst,SEGMATEK,5 - 7 Yrs of Exp,Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Java · Spring Boot · Spring Data · Spring Security · Angular · JavaScript · Node.js · HTML,https://wuzzuf.net/jobs/p/bn1jD32mT9bd-Senior-Full-Stack-Developer-SEGMATEK-Giza-Egypt?o=84&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Full Stack Developer,e-finance,7 - 9 Yrs of Exp,Full TimeManager · 7 - 9 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Software · Computer Science · Spring · Engineering · Information Technology (IT) · Java · MVC,https://wuzzuf.net/jobs/p/bUVnffVKDmUi-Java-Supervisor-e-finance-Giza-Egypt?o=85&l=sp&t=sj&a=data science|search-v3|navbl, 
Java Supervisor,Union Coop,3 - 5 Yrs of Exp,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · JSON · REST · RESTful · APIs · UI,https://wuzzuf.net/jobs/p/ikIjx7pzrsGL-iOS-Developer-On-site-Union-Coop-Giza-Egypt?o=86&l=sp&t=sj&a=data science|search-v3|navbl, 
iOS Developer (On-site),shop4build,2+ Yrs of Exp,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · E-Commerce · PHP · MySQL · Agile · Information Technology (IT) · Computer Science · Software · CSS,https://wuzzuf.net/jobs/p/ISBo5or6VZwL-Senior-E-Commerce-Software-Developer-Magento-2-shop4build-Cairo-Egypt?o=87&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior E-Commerce Software Developer (Magento 2),Trufla,4+ Yrs of Exp,Full TimeManager · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · Azure · Docker · MySQL · Python · Software Engineering · Information Technology (IT) · Linux,https://wuzzuf.net/jobs/p/bjPMpXuN9kiF-DevOps-Team-Lead-Trufla-Cairo-Egypt?o=88&l=sp&t=sj&a=data science|search-v3|navbl, 
DevOps Team Lead,GAP CLOUD,2 - 5 Yrs of Exp,Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Artificial Intelligence · Big Data · Machine Learning · Algorithms · Engineering · Information Technology (IT) · Programming · Design,https://wuzzuf.net/jobs/p/lTdzKqToxWta-AI-Engineer-GAP-CLOUD-Cairo-Egypt?o=89&l=sp&t=sj&a=data science|search-v3|navbl, 
AI Engineer,Amideast,5 - 6 Yrs of Exp,Full TimeExperienced · 5 - 6 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Administration · Communication · Computer Science · Engineering · firewalls · Information Technology (IT) · network,https://wuzzuf.net/jobs/p/qUg8VmuiYxQR-IT-Cybersecurity-Administrator-Amideast-Giza-Egypt?o=90&l=sp&t=sj&a=data science|search-v3|navbl, 
IT Cybersecurity Administrator,International Advanced ,10+ Yrs of Exp,Full TimeManager · 10+ Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · Agile · Computer Science · Engineering · Information Technology (IT) · Software Development · Software Engineering · CSS,https://wuzzuf.net/jobs/p/GbBv4cibq5F1-Software-Development-Team-Manager-International-Advanced-Cairo-Egypt?o=91&l=sp&t=sj&a=data science|search-v3|navbl, 
Software Development Team Manager,egabi solutions,3 - 5 Yrs of Exp,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Esri · ArcGIS server · ArcGIS desktop · Web-based GIS Applications · ArcGIS Web App Builder · ArcGIS Portal · WEB API · RESTful Web Services,https://wuzzuf.net/jobs/p/enwAjYw3xol5-GIS-Developer-egabi-solutions-Cairo-Egypt?o=92&l=sp&t=sj&a=data science|search-v3|navbl, 
GIS Developer,AIU,2+ Yrs of Exp,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · Database · Engineering · Information Technology (IT) · Oracle · English · Telecom Engineering,https://wuzzuf.net/jobs/p/3U5wyb3b9anZ-Database-Administrator-Engineer-AIU-Matruh-Egypt?o=93&l=sp&t=sj&a=data science|search-v3|navbl, 
Database Administrator & Engineer,Advansys ESC,4 - 6 Yrs of Exp,Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Java · Javadeveloper · SeniorJavaDeveloper · Node.js · MongoDB · J2EE · SQL · NoSQL,https://wuzzuf.net/jobs/p/vhzVRNGM9lRU-Sr-Java-Developer-Advansys-ESC-Cairo-Egypt?o=94&l=sp&t=sj&a=data science|search-v3|navbl, 
Sr. Java Developer,Confidential,5 - 15 Yrs of Exp,Full TimeExperienced · 5 - 15 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Administration · Oracle · Oracle Data Guard · Software Development · Software · Maintenance · Information Technology (IT) · Computer Science,https://wuzzuf.net/jobs/p/BhfSkitbTsKb-Senior-Database-Administrator-Alexandria-Egypt?o=95&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Database Administrator,Carina Wear,2 - 4 Yrs of Exp,Full TimeExperienced · 2 - 4 Yrs of Exp · Human Resources · Analyst/Research · Analysis · Business Intelligence · Power BI · Human Resources · Computer Science · Communication skills,https://wuzzuf.net/jobs/p/xA6r6oXQjpB6-HR-Business-Intelligence-Analyst-Carina-Wear-Cairo-Egypt?o=96&l=sp&t=sj&a=data science|search-v3|navbl, 
HR Business Intelligence Analyst,Al Ahly Medical Company,1+ Yrs of Exp,Full TimeEntry Level · 1+ Yrs of Exp · males_preferred · R&D/Science · Pharmaceutical · Chemistry · Science · Healthcare · Pharmaceutical,https://wuzzuf.net/jobs/p/sC4jduxJp8V3-Chemist-Al-Ahly-Medical-Company-Cairo-Egypt?o=97&l=sp&t=sj&a=data science|search-v3|navbl, 
Chemist,LxT,0 - 2 Yrs of Exp,Full TimeEntry Level · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Agile · JavaScript · Programming · React · Software Development · Software Engineering · Information Technology (IT),https://wuzzuf.net/jobs/p/Ph0hih39ZvsK-Junior-Frontend-Engineer-LxT-Cairo-Egypt?o=98&l=sp&t=sj&a=data science|search-v3|navbl, 
Junior Frontend Engineer,Informatique Education,2+ Yrs of Exp,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · Information Technology (IT) · Java · OOP · Software Development · Angular · Engineering,https://wuzzuf.net/jobs/p/9vpK0I6giPr2-Java-Developer-Cairo-Informatique-Education-Cairo-Egypt?o=99&l=sp&t=sj&a=data science|search-v3|navbl, 
Java Developer (Cairo),EXALT Technologies,2 - 5 Yrs of Exp,Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Software Development · Computer Engineering · Information Technology (IT) · OOP · C++ · Linux · REST,https://wuzzuf.net/jobs/p/WZ6iIexyWtGl-Senior-C-Developer-EXALT-Technologies-Cairo-Egypt?o=100&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior C++ Developer,Docusign,5+ Yrs of Exp,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Java · Selenium · Automation · QA · QA Automation · Agile · Computer Science · Design,https://wuzzuf.net/jobs/p/qOCm3mELzlmt-Automation-Test-Engineer-Docusign-Cairo-Egypt?o=101&l=sp&t=sj&a=data science|search-v3|navbl, 
Automation Test Engineer,Docusign,3+ Yrs of Exp,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Automation · Quality Assurance · Software · Java · Selenium WebDriver · Agile · Computer Science,https://wuzzuf.net/jobs/p/xx1c5oy88xDo-QA-Engineer-Docusign-Cairo-Egypt?o=102&l=sp&t=sj&a=data science|search-v3|navbl, 
QA Engineer,WEmng,3 - 5 Yrs of Exp,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Performance · Computer Science · Design · Information Technology (IT) · Installation · Modeling · Configuration · Performance Tuning,https://wuzzuf.net/jobs/p/52vUn0nTQtJJ-Senior-Business-Intelligence-Developer-WEmng-Giza-Egypt?o=103&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Business Intelligence Developer,Confidential,4+ Yrs of Exp,Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Laravel · Software Engineering · Software Development · CSS3 · HTML5 · Computer Science · Information Technology (IT),https://wuzzuf.net/jobs/p/p7VfjLcfpjPm-Senior-Laravel-Developer-Cairo-Egypt?o=104&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Laravel Developer,Smart IT,5+ Yrs of Exp,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Software Development · Software Engineering · OOP · ASP.NET · C#.Net · ADO.NET · SQL,https://wuzzuf.net/jobs/p/eZ1a2wKrmnZ6-Senior-Full-Stack-Net-Developer-Smart-IT-Cairo-Egypt?o=105&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Full Stack .Net Developer,Cairo University Faculty of Engineering,0 - 2 Yrs of Exp,Full TimeWork From HomeEntry Level · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Software Engineering · Computer Science · Information Technology (IT) · Full Stack · Programming · SQL · .NET,https://wuzzuf.net/jobs/p/bMR30TP0CvKu-Software-Developer-Cairo-University-Faculty-of-Engineering-Giza-Egypt?o=106&l=sp&t=sj&a=data science|search-v3|navbl, 
Software Developer,Seoudi Supermarket,5 - 10 Yrs of Exp,Full TimeExperienced · 5 - 10 Yrs of Exp · Accounting/Finance · IT/Software Development · Analyst/Research · Business Analysis · Information Technology (IT) · SAP · Oracle · Microsoft · Ax · ERP,https://wuzzuf.net/jobs/p/GTbzJ9yjgOkB-ERP-Senior-Business-Analyst-Seoudi-Supermarket-Giza-Egypt?o=107&l=sp&t=sj&a=data science|search-v3|navbl, 
ERP Senior Business Analyst,Z2 Data,4+ Yrs of Exp,Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software Development · .NET · ASP.NET · C# · javaScript · MVC,https://wuzzuf.net/jobs/p/g9S2V9eblqPC-Senior-Net-Developer-Z2-Data-Cairo-Egypt?o=108&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior .Net Developer,Tahaluf Al Emarat Technical Solutions,5 - 8 Yrs of Exp,Full TimeExperienced · 5 - 8 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Programming · Software engineer · Software Development · Software · Software Solutions · Communication · Event Stream Processing,https://wuzzuf.net/jobs/p/wLwTr861K4Nd-Senior-Software-Engineer-Tahaluf-Al-Emarat-Technical-Solutions-Cairo-Egypt?o=109&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Software Engineer,Estshara,3+ Yrs of Exp,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · JavaScript · MySQL · Software Development · Software Engineering · Software · Node.js · Express.js · Typescript,https://wuzzuf.net/jobs/p/8V4YkBejqVJP-Backend-Software-Developer-Estshara-Cairo-Egypt?o=110&l=sp&t=sj&a=data science|search-v3|navbl, 
Backend Software Developer,Our Education,5+ Yrs of Exp,Full TimeManager · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Software Development · Software Engineering · Engineering · Computer Science · Web Development · PHP · OOP,https://wuzzuf.net/jobs/p/z3o4zOWBaI2e-Software-Development-Team-Lead-Full-Stack-Development---Laravel-Vue-Golang-Our-Education-Cairo-Egypt?o=111&l=sp&t=sj&a=data science|search-v3|navbl, 
"Software Development Team Lead/ Full Stack Development - (Laravel, Vue, Golang)",Hikma Pharmaceuticals,2 - 4 Yrs of Exp,Full TimeExperienced · 2 - 4 Yrs of Exp · Logistics/Supply Chain · Manufacturing/Production · Demand Planning · Supply Chain · Planning · Science · Microsoft Office · Communication skills · Microsoft Excel · Microsoft Powerpoint,https://wuzzuf.net/jobs/p/4hh4YcSSG6EG-Senior-Demand-Planning-Officer-Hikma-Pharmaceuticals-Giza-Egypt?o=112&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Demand Planning Officer,Paymint,2+ Yrs of Exp,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · back-end · HTML5 · PHP · Software Development · CSS · JavaScript · DevOps · Information Technology (IT),https://wuzzuf.net/jobs/p/W0YtVdgoVtlq-Backend-Developer-Paymint-Cairo-Egypt?o=113&l=sp&t=sj&a=data science|search-v3|navbl, 
Backend Developer,Nano Shield,1 - 3 Yrs of Exp,Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · ITIL · Yii · Computer Science · Information Technology (IT) · Software Development · CodeIgniter · CSS3,https://wuzzuf.net/jobs/p/qIIq92LM7duM-PHP-Developer-Nano-Shield-Cairo-Egypt?o=114&l=sp&t=sj&a=data science|search-v3|navbl, 
PHP Developer,El-Sewedy Electrometer,7+ Yrs of Exp,Full TimeExperienced · 7+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Computer Engineering · Software Development · Software Engineering · Mobile Development · Android · OOD,https://wuzzuf.net/jobs/p/biwvxnCdWhLL-Senior-Android-Developer-El-Sewedy-Electrometer-Giza-Egypt?o=115&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Android Developer,Awamer Alshabaka _اوامر الشبكه,2 - 3 Yrs of Exp,Full TimeExperienced · 2 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Communication · Communication skills · Computer Science · computer · Computer Systems · Information Technology (IT) · Installation,https://wuzzuf.net/jobs/p/85bNr9VcyW10-IT-Specialist-Awamer-Alshabaka-اوامر-الشبكه-Dakahlia-Egypt?o=116&l=sp&t=sj&a=data science|search-v3|navbl, 
IT Specialist,IMS,4 - 8 Yrs of Exp,Full TimePart TimeFreelance / ProjectExperienced · 4 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Bitcoin · Ethereum · Blockchain · Hyperledger · Computer Science · Development · English · Information Technology (IT),https://wuzzuf.net/jobs/p/ahb3ReJHMuDn-SR-Blockchain-Developer-IMS-Cairo-Egypt?o=117&l=sp&t=sj&a=data science|search-v3|navbl, 
SR Blockchain Developer,TEBCOM,3+ Yrs of Exp,Freelance / ProjectExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Laravel · JavaScript · CSS3 · HTML5 · REST · MySQL · Software Development · MVC,https://wuzzuf.net/jobs/p/QTq0GhNLdaMx-Full-Stack-Developer-PHPReact-Native-TEBCOM-Cairo-Egypt?o=118&l=sp&t=sj&a=data science|search-v3|navbl, 
Full Stack Developer (PHP/React Native),Al Safy,2 - 3 Yrs of Exp,Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · application · Computer Science · Customer Support · Database · computer · Engineering · Information Technology (IT) · Science,https://wuzzuf.net/jobs/p/00NGcLliuPIv-Application-Support-Engineer-Al-Safy-Cairo-Egypt?o=119&l=sp&t=sj&a=data science|search-v3|navbl, 
Application Support Engineer,Systems Limited,Installation/Maintenance/Repair,Full TimeManager · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Dynamics CRM · Communication skills · CRM · Computer Science · Dynamics · Customer Service · Dynamics 365,https://wuzzuf.net/jobs/p/QWFdbglZhff2-Microsoft-Dynamics-CRM-Principal-Consultant-Systems-Limited-Cairo-Egypt?o=120&l=sp&t=sj&a=data science|search-v3|navbl, 
Microsoft Dynamics CRM Principal Consultant,ARPUPLUS,Installation/Maintenance/Repair,InternshipStudent · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · MCSA · MCSE · Software Engineering · Software Development · CCNA,https://wuzzuf.net/jobs/p/wzzGmxTqK2eV-IT-Intern-ARPUPLUS-Giza-Egypt?o=121&l=sp&t=sj&a=data science|search-v3|navbl, 
IT Intern,3D Diagnostix,2 - 4 Yrs of Exp,Full TimeWork From HomeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Linux · System Administration · Computer Science · Information Technology (IT) · Help desk · Network Administration · Network · AWS,https://wuzzuf.net/jobs/p/KhNg8HIhcErd-Linux-System-Administrator-3D-Diagnostix-Cairo-Egypt?o=122&l=sp&t=sj&a=data science|search-v3|navbl, 
Linux System Administrator,Kortobaa LLC,3 - 5 Yrs of Exp,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · JavaScript · Computer Science · Software Development · Information Technology (IT) · PHP · Laravel · HTML5 · SQL,https://wuzzuf.net/jobs/p/vGHOCpCsnJJ1-PHP-Developer-Kortobaa-LLC-Alexandria-Egypt?o=123&l=sp&t=sj&a=data science|search-v3|navbl, 
PHP Developer,FlairsTech,4 - 6 Yrs of Exp,Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · AWS · Docker · Engineering · Git · Information Technology (IT) · JSON · Linux,https://wuzzuf.net/jobs/p/WCILTBMLDcc4-Senior-Devops-Engineer-FlairsTech-Cairo-Egypt?o=124&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Devops Engineer,Gap Polymers ,7 - 10 Yrs of Exp,Full TimeManager · 7 - 10 Yrs of Exp · R&D/Science · Quality · quality · Quality Assurance · Quality Control · Quality Auditing · Document Control · ISO · Sciences · Chemical,https://wuzzuf.net/jobs/p/t0flUS8vpSey-Quality-Management-Section-Head-Gap-Polymers-Cairo-Egypt?o=125&l=sp&t=sj&a=data science|search-v3|navbl, 
Quality Management Section Head,Ashtar.app,2 - 4 Yrs of Exp,Full TimeExperienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Cloud · Engineering · Information Technology (IT) · Linux · Networking · Computer Science · Telecom Engineering,https://wuzzuf.net/jobs/p/qLAoZdk2cUlo-Cloud-Solutions-Engineer-Ashtar-app-Cairo-Egypt?o=126&l=sp&t=sj&a=data science|search-v3|navbl, 
Cloud Solutions Engineer,Confidential,2 - 7 Yrs of Exp,Full TimeExperienced · 2 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Android · Computer Science · Cross-platform · Engineering · Information Technology (IT) · Software Development · Software Engineering · APIs,https://wuzzuf.net/jobs/p/IxKLWbztvD03-Cross-Platform-Mobile-Developer-Flutter-Giza-Egypt?o=127&l=sp&t=sj&a=data science|search-v3|navbl, 
Cross-Platform Mobile Developer (Flutter),Samcrete Engineers & contractors,7+ Yrs of Exp,Full TimeExperienced · 7+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Oracle · Information Technology (IT) · Oracle Application Framework (OAF) · API · Design · Development · SQL · PL,https://wuzzuf.net/jobs/p/dDhFcZQuOcpU-Senior-Oracle-Technical-Developer-Samcrete-Engineers-contractors-Giza-Egypt?o=128&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Oracle Technical Developer,Softec Technologies,5+ Yrs of Exp,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Project/Program Management · Analyst/Research · Business Analysis · System Analysis · Technical Analysis · Analysis · Information Technology (IT) · Computer Science · Project Management,https://wuzzuf.net/jobs/p/6xBQPOGKBHuy-Software-Senior-Business-Analyst-Softec-Technologies-Cairo-Egypt?o=129&l=sp&t=sj&a=data science|search-v3|navbl, 
Software Senior Business Analyst,Confidential,7 - 10 Yrs of Exp,Full TimeManager · 7 - 10 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Engineering · Information Technology (IT) · Manager · network · Networking · ITIL,https://wuzzuf.net/jobs/p/nY4w3OiJr4N6-Network-Manager-Telecommunication-Companies-Background-Cairo-Egypt?o=130&l=sp&t=sj&a=data science|search-v3|navbl, 
Network Manager (Telecommunication Companies Background),Techno-Ways,5 - 7 Yrs of Exp,Full TimeWork From HomeExperienced · 5 - 7 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · .Net · Angular · AWS · Computer Science · Database · Design · Development,https://wuzzuf.net/jobs/p/nWKxHOq9DYlS-Senior-DOT-NET-Developer-Techno-Ways-Cairo-Egypt?o=131&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior DOT NET Developer,Trufla,4+ Yrs of Exp,Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · AWS · Azure · Cloud · Computer Science · Docker · Engineering · Information Technology (IT),https://wuzzuf.net/jobs/p/biaLPnEUTxtW-Senior-Devops-Engineer-Trufla-Cairo-Egypt?o=132&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Devops Engineer,axispay,2 - 3 Yrs of Exp,Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Software Engineering · Engineering · Agile · XML · Information Technology (IT) · Java · Software Development,https://wuzzuf.net/jobs/p/qjLbWJ4W6clO-Java-Developer-axispay-Cairo-Egypt?o=133&l=sp&t=sj&a=data science|search-v3|navbl, 
Java Developer,Limbic Entertainment (Cairo Office),5+ Yrs of Exp,Full TimeExperienced · 5+ Yrs of Exp · R&D/Science · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Development · Engineering · Information Technology (IT) · Unreal Engine · C++,https://wuzzuf.net/jobs/p/D5Aidv7j3Rya-Senior-Programmer-Limbic-Entertainment-Cairo-Office-Cairo-Egypt?o=134&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Programmer,"The Micro, Small & Medium Enterprise Development Agency ",5 - 10 Yrs of Exp,Full TimeExperienced · 5 - 10 Yrs of Exp · Business Development · Analyst/Research · Business Development · Research Analysis · Political Science · Economic Statistics · International Business Development · Market Research · Business Administration,https://wuzzuf.net/jobs/p/aqcMlMYO28Hm-Senior-Researcher---Giza-The-Micro-Small-Medium-Enterprise-Development-Agency-Giza-Egypt?o=135&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Researcher - Giza,Excel Systems  ,3+ Yrs of Exp,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · SSIS · Microsoft Power BI · BI technologies · ETL · OLAP · BI Developer · Oracle BI · SQL queries,https://wuzzuf.net/jobs/p/nz5t1gW4cWaM-Senior-BI-Developer-Excel-Systems-Giza-Egypt?o=136&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior BI Developer,Confidential,3 - 7 Yrs of Exp,Full TimeExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · GIS · Information Technology (IT) · Computer Science · Telecom Engineering · JavaScript · Visual Sudio .Net · HTML5,https://wuzzuf.net/jobs/p/5CxUcUFJZqRc-GIS-Analyst-Cairo-Egypt?o=137&l=sp&t=sj&a=data science|search-v3|navbl, 
